Date,Open,High,Low,Close,Adj Close,Volume
2018-07-02,907.0,907.7000122070312,878.6500244140625,886.6500244140625,828.0174560546875,2180118
2018-07-03,886.9000244140625,898.5,879.0499877929688,894.2000122070312,835.0680541992188,1406654
2018-07-04,895.0,902.7000122070312,885.5,900.0999755859375,840.577880859375,1457165
2018-07-05,901.5999755859375,916.0,901.5999755859375,912.3499755859375,852.017822265625,1935437
2018-07-06,914.9500122070312,927.0,902.8499755859375,924.9500122070312,863.7847290039062,2998570
2018-07-09,931.0,940.0,927.5999755859375,932.75,871.06884765625,2472960
2018-07-10,937.4000244140625,937.5,926.4000244140625,930.5499877929688,869.0143432617188,1617650
2018-07-11,928.9500122070312,939.7000122070312,926.4500122070312,931.0,869.4345092773438,2732003
2018-07-12,931.0,931.0,910.0,915.7999877929688,862.1854248046875,2173358
2018-07-13,918.5,925.9000244140625,902.0,906.7000122070312,853.6181640625,2296504
2018-07-16,905.0,915.7000122070312,895.0,900.3499755859375,847.6398315429688,1901810
2018-07-17,903.0,925.2999877929688,901.0999755859375,922.4500122070312,868.4461059570312,1791101
2018-07-18,926.5999755859375,929.7999877929688,900.0,902.4500122070312,849.6170043945312,1442856
2018-07-19,906.0,922.4000244140625,906.0,913.0,859.5493774414062,2040980
2018-07-20,913.0,915.2000122070312,904.0,909.75,856.4896240234375,1667834
2018-07-23,910.0,913.0,904.0,910.4000244140625,857.1016235351562,1179253
2018-07-24,913.8499755859375,924.9000244140625,911.2000122070312,920.4000244140625,866.5161743164062,1982289
2018-07-25,924.9000244140625,925.0,908.7000122070312,910.0999755859375,856.819091796875,1433236
2018-07-26,914.4000244140625,916.9000244140625,906.0,913.5999755859375,860.1141357421875,2785063
2018-07-27,915.0,915.9000244140625,902.7999877929688,909.8499755859375,856.583740234375,1658854
2018-07-30,916.0,935.0,912.0499877929688,933.25,878.6138305664062,2458481
2018-07-31,935.0,941.7999877929688,924.5499877929688,935.9500122070312,881.15576171875,2011316
2018-08-01,939.5,943.4000244140625,926.0999755859375,929.75,875.3187255859375,2000884
2018-08-02,925.75,925.75,910.0499877929688,911.2999877929688,857.9488525390625,1652795
2018-08-03,914.0499877929688,925.0,914.0499877929688,920.6500244140625,866.75146484375,1575164
2018-08-06,921.9500122070312,935.7999877929688,920.5499877929688,932.4000244140625,877.8136596679688,1702042
2018-08-07,940.9500122070312,944.0,923.2999877929688,927.0,872.729736328125,5202007
2018-08-08,936.9000244140625,938.9500122070312,924.0,928.2999877929688,873.95361328125,2056171
2018-08-09,929.0,940.0,927.5,933.2000122070312,878.5667724609375,2452570
2018-08-10,932.0,952.7000122070312,929.1500244140625,945.9500122070312,890.5703125,3163115
2018-08-13,944.0,966.4000244140625,938.5999755859375,954.5,898.6197509765625,4285645
2018-08-14,958.9000244140625,961.9000244140625,948.0,950.4500122070312,894.806884765625,1801054
2018-08-16,945.0,965.25,944.0,951.25,895.5599975585938,1832039
2018-08-17,954.5499877929688,968.7999877929688,950.1500244140625,961.5,905.2098999023438,2246030
2018-08-20,967.6500244140625,982.25,962.0999755859375,969.5499877929688,912.7886352539062,1877608
2018-08-21,973.0,976.6500244140625,955.5,957.7999877929688,901.7265014648438,1557070
2018-08-23,960.0,970.0,954.2999877929688,963.0999755859375,906.7162475585938,1978510
2018-08-24,966.2000122070312,972.4000244140625,961.1500244140625,968.2999877929688,911.61181640625,1634893
2018-08-27,974.2999877929688,983.9000244140625,967.7999877929688,976.4500122070312,919.2847290039062,1635797
2018-08-28,982.0,987.6500244140625,974.0999755859375,980.5,923.0975952148438,1460036
2018-08-29,981.3499755859375,993.0,975.4500122070312,983.8499755859375,926.25146484375,1795568
2018-08-30,984.9500122070312,991.5999755859375,977.9000244140625,982.9500122070312,925.4042358398438,1831626
