Date,Open,High,Low,Close,Adj Close,Volume
2018-07-02,657.9500122070312,669.5,640.0,657.2000122070312,535.7470703125,4422723
2018-07-03,659.9500122070312,666.2000122070312,654.2999877929688,660.8499755859375,538.722412109375,3506534
2018-07-04,665.3499755859375,665.4000244140625,652.0,654.5,533.5460815429688,2070241
2018-07-05,662.0,663.0499877929688,645.0,646.6500244140625,527.1467895507812,2864186
2018-07-06,649.7000122070312,651.0499877929688,633.0,634.9000244140625,517.5681762695312,5193752
2018-07-09,640.0,648.3499755859375,637.0,643.8499755859375,524.8643188476562,1990065
2018-07-10,649.0,661.0,645.2999877929688,650.75,530.489013671875,3496172
2018-07-11,655.0,669.7999877929688,651.0499877929688,654.4000244140625,533.464599609375,5529491
2018-07-12,659.2999877929688,664.0,645.0,647.7000122070312,528.002685546875,3416881
2018-07-13,647.0,655.0,635.5,641.0499877929688,522.5817260742188,3194276
2018-07-16,643.9500122070312,661.5499877929688,638.2000122070312,657.2999877929688,535.82861328125,2856991
2018-07-17,654.0,664.9000244140625,644.5499877929688,646.7999877929688,527.2689819335938,2658597
2018-07-18,650.0,654.9000244140625,640.0,646.2999877929688,526.8613891601562,2568607
2018-07-19,646.2999877929688,654.9500122070312,640.0,642.2000122070312,523.5191040039062,1610766
2018-07-20,644.0999755859375,661.75,643.5,659.4500122070312,537.5813598632812,2868824
2018-07-23,658.0,660.9500122070312,639.5,648.5499877929688,528.6956787109375,3696991
2018-07-24,653.6500244140625,654.9000244140625,639.0999755859375,641.5,522.948486328125,3855335
2018-07-25,644.0,646.1500244140625,627.2000122070312,631.3499755859375,514.67431640625,2269581
2018-07-26,624.0,634.5999755859375,612.4000244140625,632.0499877929688,526.9292602539062,3542338
2018-07-27,632.9000244140625,649.6500244140625,623.6500244140625,645.0999755859375,537.808837890625,3040306
2018-07-30,648.0,658.75,646.2999877929688,655.4500122070312,546.4376220703125,3393232
2018-07-31,661.0,684.9000244140625,661.0,680.75,567.52978515625,9680690
2018-08-01,684.4000244140625,687.5,672.5999755859375,681.0999755859375,567.8215942382812,2887901
2018-08-02,678.7999877929688,683.3499755859375,666.5,669.0,557.7339477539062,1958340
2018-08-03,672.0,674.9500122070312,654.75,662.75,552.5235595703125,2862463
2018-08-06,662.75,672.9500122070312,662.75,667.0999755859375,556.1499633789062,2226904
2018-08-07,670.0,674.75,652.0,658.75,549.1886596679688,2689721
2018-08-08,660.0,666.9000244140625,650.5,653.9000244140625,545.1454467773438,2074919
2018-08-09,655.0,658.5,643.9000244140625,646.2000122070312,538.7260131835938,2146227
2018-08-10,648.8499755859375,649.7999877929688,634.0999755859375,645.9500122070312,538.5177001953125,3135726
2018-08-13,649.0,667.7000122070312,647.0,659.9500122070312,550.1891479492188,5306724
2018-08-14,663.0,677.5,660.5,672.7999877929688,560.9019775390625,5529769
2018-08-16,675.0,680.7000122070312,664.25,668.6500244140625,557.4421997070312,3624795
2018-08-17,666.0,690.0,659.4000244140625,687.7000122070312,573.323974609375,3955484
2018-08-20,685.0,697.5,678.25,687.9500122070312,573.5322875976562,3577624
2018-08-21,695.0,717.0999755859375,694.4000244140625,709.4000244140625,591.4147338867188,7918861
2018-08-23,710.0,738.0,709.0,726.6500244140625,605.7957763671875,11534012
2018-08-24,729.5,737.0,712.5999755859375,718.5499877929688,599.0430297851562,3625878
2018-08-27,720.0,742.0,720.0,737.9500122070312,615.2164306640625,2968641
2018-08-28,740.9000244140625,748.9000244140625,734.25,736.0999755859375,613.674072265625,3782709
2018-08-29,738.0,741.25,722.4500122070312,734.4500122070312,612.298583984375,3627848
2018-08-30,734.4500122070312,737.0,720.25,731.9000244140625,610.1726684570312,4304298
2018-08-31,734.0,768.75,731.25,765.7999877929688,638.4345092773438,7276056
2018-09-03,768.0,776.5,741.5,745.6500244140625,621.6357421875,3610990
2018-09-04,751.2000122070312,766.9000244140625,747.4000244140625,763.9000244140625,636.8505859375,4488658
2018-09-05,764.9000244140625,779.3499755859375,757.25,766.1500244140625,638.726318359375,6093648
2018-09-06,767.0,780.0,756.25,775.0499877929688,646.1460571289062,3982477
2018-09-07,775.0,775.0,764.2000122070312,772.2000122070312,643.7700805664062,2059329
2018-09-10,774.0,776.5999755859375,758.6500244140625,766.25,638.8096313476562,2820247
2018-09-11,772.0,773.7999877929688,738.4500122070312,747.2000122070312,622.9278564453125,3817364
